Number,Date.Received.at.MDU,Farm,Batch,MDU.ID,Serotype,o_antigen,Phage.type,R.type,MLVA.Aus,SARDI.ID,Date.collected,Shed.and.pen,Type.of.shelter,Number.in.pen,age,Sample.type..i.,Sample.type.ii,Sample.type.iii,Indication,age2,
1766,4/9/14,SA5,A,14-07117,nt,,nt,nt,nt,FS14-0961.5,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1767,4/9/14,SA5,A,14-07118,nt,,nt,nt,nt,FS14-0961.6,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1768,4/9/14,SA5,A,14-07119,nt,,nt,nt,nt,FS14-0961.7,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1769,4/9/14,SA5,A,14-07120,nt,,nt,nt,nt,FS14-0961.8,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1770,4/9/14,SA5,A,14-07121,nt,,nt,nt,nt,FS14-0961.9,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1771,4/9/14,SA5,A,14-07122,nt,,nt,nt,nt,FS14-0961.10,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1772,4/9/14,SA5,A,14-07123,mSTm,"4,5,12:i:-",193,ASTSuTmKSp,04-15-12-00-490,FS14-0963.1,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1773,4/9/14,SA5,A,14-07124,nt,,nt,nt,nt,FS14-0963.2,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1774,4/9/14,SA5,A,14-07125,nt,,nt,nt,nt,FS14-0963.3,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1775,4/9/14,SA5,A,14-07126,nt,,nt,nt,nt,FS14-0963.4,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1776,4/9/14,SA5,A,14-07127,nt,,nt,nt,nt,FS14-0963.5,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1777,4/9/14,SA5,A,14-07128,nt,,nt,nt,nt,FS14-0963.6,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1778,4/9/14,SA5,A,14-07129,nt,,nt,nt,nt,FS14-0963.7,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1779,4/9/14,SA5,A,14-07130,nt,,nt,nt,nt,FS14-0963.8,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1780,4/9/14,SA5,A,14-07131,nt,,nt,nt,nt,FS14-0963.9,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1781,4/9/14,SA5,A,14-07132,nt,,nt,nt,nt,FS14-0963.10,3/12/14,Weaners,Conventional,50-100,<8wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,<8
1782,4/9/14,SA5,A,14-07133,S. Agona,,n/a,sensitive,n/a,FS14-0965.1,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1783,4/9/14,SA5,A,14-07134," H=f,g,s",,n/a,n/a,n/a,FS14-0965.2,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1784,4/9/14,SA5,A,14-07135,H=poly 3,,n/a,n/a,n/a,FS14-0965.3,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1785,4/9/14,SA5,A,14-07136,H=poly 3,,n/a,n/a,n/a,FS14-0965.4,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1786,4/9/14,SA5,A,14-07137,H=poly 3,,n/a,n/a,n/a,FS14-0965.5,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1787,4/9/14,SA5,A,14-07138,H=poly 3,,n/a,n/a,n/a,FS14-0965.6,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1788,4/9/14,SA5,A,14-07139,H=poly 3,,n/a,n/a,n/a,FS14-0965.7,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1789,4/9/14,SA5,A,14-07140,H=poly 3,,n/a,n/a,n/a,FS14-0965.8,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1790,4/9/14,SA5,A,14-07141,H=poly 3,,n/a,n/a,n/a,FS14-0965.9,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1791,4/9/14,SA5,A,14-07142,H=poly 3,,n/a,n/a,n/a,FS14-0965.10,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1792,4/9/14,SA5,A,14-07143,S. Oranienburg,,n/a,sensitive,n/a,FS14-0966.1,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1793,4/9/14,SA5,A,14-07144,H=poly 3,,n/a,n/a,n/a,FS14-0966.2,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1794,4/9/14,SA5,A,14-07145,"H=m,t",,n/a,n/a,n/a,FS14-0966.3,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1795,4/9/14,SA5,A,14-07146,H=poly 3,,n/a,n/a,n/a,FS14-0966.4,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1796,4/9/14,SA5,A,14-07147,H=poly 3,,n/a,n/a,n/a,FS14-0966.5,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1797,4/9/14,SA5,A,14-07148,H=poly 3,,n/a,n/a,n/a,FS14-0966.6,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1798,4/9/14,SA5,A,14-07149,H=poly 3,,n/a,n/a,n/a,FS14-0966.7,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1799,4/9/14,SA5,A,14-07150,H=poly 3,,n/a,n/a,n/a,FS14-0966.8,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1800,4/9/14,SA5,A,14-07151,H=poly 3,,n/a,n/a,n/a,FS14-0966.9,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1801,4/9/14,SA5,A,14-07152,H=poly 3,,n/a,n/a,n/a,FS14-0966.10,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1802,4/9/14,SA5,A,14-07153,S. Oranienburg,,n/a,sensitive,n/a,FS14-0967.1,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1803,4/9/14,SA5,A,14-07154,"H=m,t",,n/a,n/a,n/a,FS14-0967.2,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1804,4/9/14,SA5,A,14-07155,H=poly 3,,n/a,n/a,n/a,FS14-0967.3,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1805,4/9/14,SA5,A,14-07156,H=poly 3,,n/a,n/a,n/a,FS14-0967.4,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1806,4/9/14,SA5,A,14-07157,H=poly 3,,n/a,n/a,n/a,FS14-0967.5,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1807,4/9/14,SA5,A,14-07158,H=poly 3,,n/a,n/a,n/a,FS14-0967.6,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1808,4/9/14,SA5,A,14-07159,H=poly 3,,n/a,n/a,n/a,FS14-0967.7,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1809,4/9/14,SA5,A,14-07160,H=poly 3,,n/a,n/a,n/a,FS14-0967.8,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1810,4/9/14,SA5,A,14-07161,H=poly 3,,n/a,n/a,n/a,FS14-0967.9,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1811,4/9/14,SA5,A,14-07162,H=poly 3,,n/a,n/a,n/a,FS14-0967.10,3/12/14,Finishers,Deep bedding,300-400,16-22wks,Pooled (6) faecal,Vet isolation,pooled,6,Vet isolation mSTm,16-22
1812,9/24/14,SA5,B,2014-18374,mSTm,"4,5,12:i:-",193,ASTCSuTmKSp,04-15-12-00-490,FS14-2190.1,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1813,9/24/14,SA5,B,2014-18375,nt,,nt,nt,nt,FS14-2190.2,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1814,9/24/14,SA5,B,2014-18376,nt,,nt,nt,nt,FS14-2190.3,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1815,9/24/14,SA5,B,2014-18377,nt,,nt,nt,nt,FS14-2190.4,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1816,9/24/14,SA5,B,2014-18378,nt,,nt,nt,nt,FS14-2190.5,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1817,9/24/14,SA5,B,2014-18379,mSTm,"4,5,12:i:-",193,ASTCSuTmKSp,04-15-12-00-490,FS14-2191.1,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1818,9/24/14,SA5,B,2014-18380,nt,,nt,nt,nt,FS14-2191.2,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1819,9/24/14,SA5,B,2014-18381,nt,,nt,nt,nt,FS14-2191.3,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1820,9/24/14,SA5,B,2014-18382,nt,,nt,nt,nt,FS14-2191.4,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1821,9/24/14,SA5,B,2014-18383,nt,,nt,nt,nt,FS14-2191.5,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1822,9/24/14,SA5,B,2014-18384,mSTm,"4,5,12:i:-",193,ASTCSuTmKSp,04-15-12-00-490,FS14-2192.1,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1823,9/24/14,SA5,B,2014-18385,nt,,nt,nt,nt,FS14-2192.2,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1824,9/24/14,SA5,B,2014-18386,nt,,nt,nt,nt,FS14-2192.3,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1825,9/24/14,SA5,B,2014-18387,nt,,nt,nt,nt,FS14-2192.4,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1826,9/24/14,SA5,B,2014-18388,nt,,nt,nt,nt,FS14-2192.5,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1827,9/24/14,SA5,B,2014-18389,mSTm,"4,5,12:i:-",193,ASTCSuTmKSp,04-15-13-00-490,FS14-2193.1,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1828,9/24/14,SA5,B,2014-18390,nt,,nt,nt,nt,FS14-2193.2,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1829,9/24/14,SA5,B,2014-18391,nt,,nt,nt,nt,FS14-2193.3,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1830,9/24/14,SA5,B,2014-18392,nt,,nt,nt,nt,FS14-2193.4,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1831,9/24/14,SA5,B,2014-18393,nt,,nt,nt,nt,FS14-2193.5,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1832,9/24/14,SA5,B,2014-18394,H=i,,nt ,ASTCSuTmKSp,nt,FS14-2194.1,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1833,9/24/14,SA5,B,2014-18395,H=i^,,193,ASTCSuTmKSp,04-15-12-00-490,FS14-2194.2,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1834,9/24/14,SA5,B,2014-18396,nt,,nt,nt,nt,FS14-2194.3,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1835,9/24/14,SA5,B,2014-18397,nt,,nt,nt,nt,FS14-2194.4,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1836,9/24/14,SA5,B,2014-18398,nt,,nt,nt,nt,FS14-2194.5,6/19/14,Weaners,Deep bedding,50-100,3-8wks,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,8-Mar
1837,9/24/14,SA5,B,2014-18399,mSTm,"4,12:i:-",193,ASTCSuTmKSp,04-15-11-00-490,FS14-2195.1,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1838,9/24/14,SA5,B,2014-18400,nt,,nt,nt,nt,FS14-2195.2,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1839,9/24/14,SA5,B,2014-18401,nt,,nt,nt,nt,FS14-2195.3,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1840,9/24/14,SA5,B,2014-18402,nt,,nt,nt,nt,FS14-2195.4,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1841,9/24/14,SA5,B,2014-18403,nt,,nt,nt,nt,FS14-2195.5,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1842,9/24/14,SA5,B,2014-18404,mSTm,"4,5,12:i:-",193,ASTCSuTmKSp,04-15-12-00-490,FS14-2196.1,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1843,9/24/14,SA5,B,2014-18405,nt,,nt,nt,nt,FS14-2196.2,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1844,9/24/14,SA5,B,2014-18406,nt,,nt,nt,nt,FS14-2196.3,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1845,9/24/14,SA5,B,2014-18407,nt,,nt,nt,nt,FS14-2196.4,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1846,9/24/14,SA5,B,2014-18408,nt,,nt,nt,nt,FS14-2196.5,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1847,9/24/14,SA5,B,2014-18409,mSTm,"4,12:i:-",193,ASTCSuTmKSp,04-15-12-00-490,FS14-2197.1,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1848,9/24/14,SA5,B,2014-18410,nt,,nt,nt,nt,FS14-2197.2,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1849,9/24/14,SA5,B,2014-18411,nt,,nt,nt,nt,FS14-2197.3,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1850,9/24/14,SA5,B,2014-18412,nt,,nt,nt,nt,FS14-2197.4,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1851,9/24/14,SA5,B,2014-18413,nt,,nt,nt,nt,FS14-2197.5,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1852,9/24/14,SA5,B,2014-18414,S. Mbandaka,,n/a,sensitive,n/a,FS14-2198.1,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1853,9/24/14,SA5,B,2014-18415,"H=e,n,z15",,n/a,nt,n/a,FS14-2198.2,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1854,9/24/14,SA5,B,2014-18416,"H=e,n,*",,n/a,nt,n/a,FS14-2198.3,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1855,9/24/14,SA5,B,2014-18417,"H=e,n,*",,n/a,nt,n/a,FS14-2198.4,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1856,9/24/14,SA5,B,2014-18418,"H=e,n,*",,n/a,nt,n/a,FS14-2198.5,6/19/14,Finishers,Deep bedding,300-400,16-22wk,Pooled (6) faecal,Prev. vet isolation,pooled,6,Vet isolation mSTm,16-22
1857,10/18/13,VIC2,A,13-20326,mSTm,"4,12:i:-",193,T,04-15-11-00-490,FS13-3300.1,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1858,10/18/13,VIC2,A,13-20327,nt,,nt,nt,nt,FS13-3300.2,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1859,10/18/13,VIC2,A,13-20328,nt,,nt,nt,nt,FS13-3300.3,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1860,10/18/13,VIC2,A,13-20329,nt,,nt,nt,nt,FS13-3300.4,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1861,10/18/13,VIC2,A,13-20330,nt,,nt,nt,nt,FS13-3300.5,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1862,10/18/13,VIC2,A,13-20331,S. London,,n.a,sensitive,n/a,FS13-3301.1,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1863,10/18/13,VIC2,A,13-20332,"H=l,v",,n.a,nt,n/a,FS13-3301.2,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1864,10/18/13,VIC2,A,13-20333,"H=l,v",,n.a,nt,n/a,FS13-3301.3,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1865,10/18/13,VIC2,A,13-20334,"H=l,v",,n.a,nt,n/a,FS13-3301.4,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1866,10/18/13,VIC2,A,13-20335,"H=l,v",,n.a,nt,n/a,FS13-3301.5,9/27/13,Dry sows,conventional,"100, 200/shed",Dry sows,faecal,pooled,6,Previous study isolation mSTm,Drysows,
1867,10/18/13,VIC2,A,13-20336,S. London,,n.a,sensitive,n/a,FS13-3302.1,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1868,10/18/13,VIC2,A,13-20337,"H=l,v",,n.a,nt,n/a,FS13-3302.2,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1869,10/18/13,VIC2,A,13-20338,"H=l,v",,n.a,nt,n/a,FS13-3302.3,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1870,10/18/13,VIC2,A,13-20339,"H=l,v",,n.a,nt,n/a,FS13-3302.4,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1871,10/18/13,VIC2,A,13-20340,"H=l,v",,n.a,nt,n/a,FS13-3302.5,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1872,10/18/13,VIC2,A,13-20341,mSTm,"4,12:i:-",193,T,04-15-12-00-490,FS13-3304.1,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1873,10/18/13,VIC2,A,13-20342,nt,,nt,nt,nt,FS13-3304.2,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1874,10/18/13,VIC2,A,13-20343,nt,,nt,nt,nt,FS13-3304.3,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1875,10/18/13,VIC2,A,13-20344,nt,,nt,nt,nt,FS13-3304.4,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1876,10/18/13,VIC2,A,13-20345,nt,,nt,nt,nt,FS13-3304.5,9/27/13,Farrowing,conventional,"1 + litter, 100/shed",Farrowing/lactating sows,faecal,pooled,6,Previous study isolation mSTm,Farrowing/lactatingsows,
1877,10/18/13,VIC2,A,13-20346,mSTm,"4,12:i:-",193,T,04-15-11-00-490,FS13-3307.1,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1878,10/18/13,VIC2,A,13-20347,nt,,nt,nt,nt,FS13-3307.2,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1879,10/18/13,VIC2,A,13-20348,nt,,nt,nt,nt,FS13-3307.3,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1880,10/18/13,VIC2,A,13-20349,nt,,nt,nt,nt,FS13-3307.4,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1881,10/18/13,VIC2,A,13-20350,nt,,nt,nt,nt,FS13-3307.5,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1882,10/18/13,VIC2,A,13-20351,mSTm,"4,12:i:-",193,T,04-15-11-00-490,FS13-3310.1,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1883,10/18/13,VIC2,A,13-20352,nt,,nt,nt,nt,FS13-3310.2,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1884,10/18/13,VIC2,A,13-20353,nt,,nt,nt,nt,FS13-3310.3,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
1885,10/18/13,VIC2,A,13-20354,nt,,nt,nt,nt,FS13-3310.4,9/27/13,Finishing shed,conventional,20,16-20wk,faecal,pooled,6,Previous study isolation mSTm,16-20,
